signal_idx,entry_time,date,strategy,direction,reason,level,spread_moves,body_moves,recent_moves,entry,stop,target,exit_price,exit_time,outcome,pnl_moves,hold_minutes,ambiguous_same_candle
1781,2026-06-03 11:42:00+03:00,2026-06-03,Fast Reversal,SELL,Drop 58.0 moves from recent high + red candle,1.16118,2.0,17.0,41.0,1.16059,1.16077,1.16029,1.16077,2026-06-03 11:45:00+03:00,LOSS,-18.0,3,False
1800,2026-06-03 12:01:00+03:00,2026-06-03,Fast Impulse Breakout,BUY,Break above 20m high + 38.5 moves impulse,1.16106,3.0,32.5,38.5,1.16131,1.16113,1.16161,1.16113,2026-06-03 12:02:00+03:00,LOSS,-18.0,1,False
1828,2026-06-03 12:29:00+03:00,2026-06-03,Fast Reversal,SELL,Drop 37.0 moves from recent high + red candle,1.1616,4.0,15.5,19.0,1.16121,1.16139,1.16091,1.16139,2026-06-03 12:41:00+03:00,LOSS,-18.0,12,False
1839,2026-06-03 12:40:00+03:00,2026-06-03,Fast Reversal,BUY,Rise 38.5 moves from recent low + green candle,1.16097,2.0,12.5,26.5,1.16136,1.16118,1.16166,1.16118,2026-06-03 12:54:00+03:00,LOSS,-18.0,14,False
1853,2026-06-03 12:54:00+03:00,2026-06-03,Fast Reversal,SELL,Drop 40.5 moves from recent high + red candle,1.16156,3.0,13.5,23.5,1.16114,1.16132,1.16084,1.16132,2026-06-03 12:58:00+03:00,LOSS,-18.0,4,False
1863,2026-06-03 13:04:00+03:00,2026-06-03,Fast Reversal,BUY,Rise 54.0 moves from recent low + green candle,1.16108,3.0,27.5,25.0,1.16164,1.16146,1.16194,1.16194,2026-06-03 13:05:00+03:00,WIN,30.0,1,False
1965,2026-06-03 14:46:00+03:00,2026-06-03,Fast Reversal,BUY,Rise 41.0 moves from recent low + green candle,1.16178,4.0,16.5,29.5,1.16221,1.16203,1.16251,1.16203,2026-06-03 14:48:00+03:00,LOSS,-18.0,2,False
1975,2026-06-03 14:56:00+03:00,2026-06-03,Fast Reversal,SELL,Drop 44.5 moves from recent high + red candle,1.16226,1.0,12.5,44.0,1.16181,1.16199,1.16151,1.16151,2026-06-03 15:01:00+03:00,WIN,30.0,5,False
1992,2026-06-03 15:13:00+03:00,2026-06-03,Fast Reversal,SELL,Drop 44.0 moves from recent high + red candle,1.1617,2.0,15.0,20.5,1.16125,1.16143,1.16095,1.16143,2026-06-03 15:14:00+03:00,LOSS,-18.0,1,False
2005,2026-06-03 15:26:00+03:00,2026-06-03,Fast Reversal,SELL,Drop 43.0 moves from recent high + red candle,1.16139,5.0,13.0,8.0,1.16093,1.16111,1.16063,1.16063,2026-06-03 15:30:00+03:00,WIN,30.0,4,False
2016,2026-06-03 15:37:00+03:00,2026-06-03,Fast Reversal,SELL,Drop 86.0 moves from recent high + red candle,1.16091,1.0,12.5,40.0,1.16004,1.16022,1.15974,1.15974,2026-06-03 15:38:00+03:00,WIN,30.0,1,False
2031,2026-06-03 15:52:00+03:00,2026-06-03,Fast Reversal,SELL,Drop 70.0 moves from recent high + red candle,1.16053,3.0,16.0,45.5,1.15982,1.16,1.15952,1.16,2026-06-03 15:53:00+03:00,LOSS,-18.0,1,False
2042,2026-06-03 16:03:00+03:00,2026-06-03,Fast Reversal,BUY,Rise 41.0 moves from recent low + green candle,1.15978,1.0,14.0,18.5,1.16019,1.16001,1.16049,1.16001,2026-06-03 16:17:00+03:00,LOSS,-18.0,14,False
2056,2026-06-03 16:17:00+03:00,2026-06-03,Fast Reversal,SELL,Drop 50.0 moves from recent high + red candle,1.16037,2.0,27.5,46.0,1.15986,1.16004,1.15956,1.16004,2026-06-03 16:21:00+03:00,LOSS,-18.0,4,False
2066,2026-06-03 16:27:00+03:00,2026-06-03,Fast Reversal,BUY,Rise 47.5 moves from recent low + green candle,1.15973,4.0,13.5,8.0,1.16023,1.16005,1.16053,1.16053,2026-06-03 16:30:00+03:00,WIN,30.0,3,False
2079,2026-06-03 16:40:00+03:00,2026-06-03,Fast Reversal,BUY,Rise 35.0 moves from recent low + green candle,1.16024,2.0,13.0,7.0,1.1606,1.16042,1.1609,1.16042,2026-06-03 16:42:00+03:00,LOSS,-18.0,2,False
2099,2026-06-03 17:00:00+03:00,2026-06-03,Fast Reversal,BUY,Rise 68.5 moves from recent low + green candle,1.15989,4.0,26.5,29.0,1.16059,1.16041,1.16089,1.16041,2026-06-03 17:03:00+03:00,LOSS,-18.0,3,False
2109,2026-06-03 17:10:00+03:00,2026-06-03,Fast Reversal,BUY,Rise 40.0 moves from recent low + green candle,1.16,1.0,32.5,21.0,1.16041,1.16023,1.16071,1.16071,2026-06-03 17:13:00+03:00,WIN,30.0,3,False
2129,2026-06-03 17:30:00+03:00,2026-06-03,Fast Reversal,SELL,Drop 45.5 moves from recent high + red candle,1.16048,1.0,35.5,37.5,1.16002,1.1602,1.15972,1.1602,2026-06-03 17:33:00+03:00,LOSS,-18.0,3,False
2139,2026-06-03 17:40:00+03:00,2026-06-03,Fast Impulse Breakout,SELL,Break below 20m low + 40.5 moves impulse,1.15983,2.0,35.5,40.5,1.15966,1.15984,1.15936,1.15984,2026-06-03 17:42:00+03:00,LOSS,-18.0,2,False
2150,2026-06-03 17:51:00+03:00,2026-06-03,Fast Reversal,BUY,Rise 59.0 moves from recent low + green candle,1.15948,4.0,38.0,47.0,1.16009,1.15991,1.16039,1.15991,2026-06-03 17:52:00+03:00,LOSS,-18.0,1,False
2161,2026-06-03 18:02:00+03:00,2026-06-03,Fast Reversal,SELL,Drop 40.0 moves from recent high + red candle,1.16131,5.0,17.0,10.5,1.16088,1.16106,1.16058,1.16058,2026-06-03 18:05:00+03:00,WIN,30.0,3,False
2173,2026-06-03 18:14:00+03:00,2026-06-03,Fast Reversal,BUY,Rise 46.0 moves from recent low + green candle,1.16025,2.0,14.5,38.5,1.16072,1.16054,1.16102,1.16102,2026-06-03 18:18:00+03:00,WIN,30.0,4,False
2196,2026-06-03 18:37:00+03:00,2026-06-03,Fast Reversal,SELL,Drop 42.0 moves from recent high + red candle,1.16104,2.0,27.0,7.0,1.16061,1.16079,1.16031,1.16079,2026-06-03 18:38:00+03:00,LOSS,-18.0,1,False
2220,2026-06-03 19:01:00+03:00,2026-06-03,Fast Reversal,SELL,Drop 40.0 moves from recent high + red candle,1.16065,3.0,14.0,21.0,1.16024,1.16042,1.15994,1.15994,2026-06-03 19:07:00+03:00,WIN,30.0,6,False
2241,2026-06-03 19:22:00+03:00,2026-06-03,Fast Reversal,BUY,Rise 37.0 moves from recent low + green candle,1.15957,3.0,26.0,18.0,1.15996,1.15978,1.16026,1.15978,2026-06-03 19:24:00+03:00,LOSS,-18.0,2,False
2275,2026-06-03 19:56:00+03:00,2026-06-03,Fast Reversal,BUY,Rise 42.0 moves from recent low + green candle,1.15956,1.0,18.5,32.0,1.15999,1.15981,1.16029,1.15981,2026-06-03 20:06:00+03:00,LOSS,-18.0,10,False
2287,2026-06-03 20:08:00+03:00,2026-06-03,Fast Reversal,BUY,Rise 39.0 moves from recent low + green candle,1.15983,1.0,16.0,23.5,1.16022,1.16004,1.16052,1.16004,2026-06-03 20:13:00+03:00,LOSS,-18.0,5,False
2298,2026-06-03 20:19:00+03:00,2026-06-03,Fast Reversal,SELL,Drop 45.0 moves from recent high + red candle,1.16027,3.0,13.0,20.5,1.15981,1.15999,1.15951,1.1599,2026-06-03 20:39:00+03:00,LOSS,-9.0,20,False
2534,2026-06-04 03:17:00+03:00,2026-06-04,Fast Impulse Breakout,BUY,Break above 20m high + 39.0 moves impulse,1.16112,4.0,20.0,39.0,1.16119,1.16101,1.16149,1.16101,2026-06-04 03:21:00+03:00,LOSS,-18.0,4,False
2572,2026-06-04 03:55:00+03:00,2026-06-04,Fast Reversal,SELL,Drop 48.0 moves from recent high + red candle,1.16113,2.0,14.5,30.0,1.16064,1.16082,1.16034,1.16057,2026-06-04 04:15:00+03:00,WIN,7.0,20,False
2791,2026-06-04 07:34:00+03:00,2026-06-04,Fast Reversal,BUY,Rise 39.5 moves from recent low + green candle,1.16051,1.0,19.0,30.5,1.16091,1.16073,1.16121,1.16121,2026-06-04 07:45:00+03:00,WIN,30.0,11,False
2905,2026-06-04 09:28:00+03:00,2026-06-04,Fast Reversal,BUY,Rise 40.0 moves from recent low + green candle,1.16071,2.0,16.0,36.5,1.16112,1.16094,1.16142,1.16094,2026-06-04 09:30:00+03:00,LOSS,-18.0,2,False
2923,2026-06-04 09:46:00+03:00,2026-06-04,Fast Reversal,SELL,Drop 45.0 moves from recent high + red candle,1.1615,2.0,16.0,27.0,1.16104,1.16122,1.16074,1.16122,2026-06-04 09:54:00+03:00,LOSS,-18.0,8,False
2934,2026-06-04 09:57:00+03:00,2026-06-04,Fast Reversal,SELL,Drop 45.5 moves from recent high + red candle,1.16126,4.0,21.5,15.0,1.16078,1.16096,1.16048,1.16096,2026-06-04 09:58:00+03:00,LOSS,-18.0,1,False
2957,2026-06-04 10:20:00+03:00,2026-06-04,Fast Reversal,SELL,Drop 43.0 moves from recent high + red candle,1.16119,4.0,33.5,33.5,1.16074,1.16092,1.16044,1.16044,2026-06-04 10:27:00+03:00,WIN,30.0,7,False
2973,2026-06-04 10:36:00+03:00,2026-06-04,Fast Reversal,SELL,Drop 37.5 moves from recent high + red candle,1.16073,2.0,18.0,34.0,1.16034,1.16052,1.16004,1.16004,2026-06-04 10:40:00+03:00,WIN,30.0,4,False
2999,2026-06-04 11:02:00+03:00,2026-06-04,Fast Reversal,BUY,Rise 41.0 moves from recent low + green candle,1.16015,4.0,16.5,26.0,1.16058,1.1604,1.16088,1.16074,2026-06-04 11:22:00+03:00,WIN,16.0,20,False
3024,2026-06-04 11:27:00+03:00,2026-06-04,Fast Reversal,BUY,Rise 44.5 moves from recent low + green candle,1.16062,3.0,14.5,31.0,1.16108,1.1609,1.16138,1.1609,2026-06-04 11:28:00+03:00,LOSS,-18.0,1,False
3034,2026-06-04 11:37:00+03:00,2026-06-04,Fast Reversal,SELL,Drop 61.5 moves from recent high + red candle,1.16141,1.0,16.5,30.5,1.16079,1.16097,1.16049,1.16097,2026-06-04 11:47:00+03:00,LOSS,-18.0,10,False
3052,2026-06-04 11:55:00+03:00,2026-06-04,Fast Reversal,BUY,Rise 50.5 moves from recent low + green candle,1.16074,2.0,20.0,24.5,1.16126,1.16108,1.16156,1.16156,2026-06-04 12:01:00+03:00,WIN,30.0,6,False
3092,2026-06-04 12:35:00+03:00,2026-06-04,Fast Reversal,BUY,Rise 48.0 moves from recent low + green candle,1.16193,1.0,14.5,32.5,1.16241,1.16223,1.16271,1.16223,2026-06-04 12:36:00+03:00,LOSS,-18.0,1,False
3121,2026-06-04 13:04:00+03:00,2026-06-04,Fast Impulse Breakout,BUY,Break above 20m high + 40.0 moves impulse,1.16284,5.0,22.0,40.0,1.16299,1.16281,1.16329,1.16281,2026-06-04 13:06:00+03:00,LOSS,-18.0,2,False
3139,2026-06-04 13:22:00+03:00,2026-06-04,Fast Reversal,SELL,Drop 41.0 moves from recent high + red candle,1.16304,5.0,13.0,39.0,1.16261,1.16279,1.16231,1.16279,2026-06-04 13:25:00+03:00,LOSS,-18.0,3,False
3167,2026-06-04 13:50:00+03:00,2026-06-04,Fast Reversal,SELL,Drop 42.5 moves from recent high + red candle,1.16341,4.0,13.0,30.0,1.16296,1.16314,1.16266,1.16314,2026-06-04 13:56:00+03:00,LOSS,-18.0,6,False
3177,2026-06-04 14:00:00+03:00,2026-06-04,Fast Reversal,BUY,Rise 39.5 moves from recent low + green candle,1.16278,4.0,13.0,9.0,1.1632,1.16302,1.1635,1.1635,2026-06-04 14:04:00+03:00,WIN,30.0,4,False
3193,2026-06-04 14:16:00+03:00,2026-06-04,Fast Reversal,BUY,Rise 49.0 moves from recent low + green candle,1.16326,1.0,13.0,15.0,1.16376,1.16358,1.16406,1.16406,2026-06-04 14:23:00+03:00,WIN,30.0,7,False
3207,2026-06-04 14:30:00+03:00,2026-06-04,Fast Reversal,SELL,Drop 45.5 moves from recent high + red candle,1.16435,3.0,18.0,33.0,1.16388,1.16406,1.16358,1.16406,2026-06-04 14:39:00+03:00,LOSS,-18.0,9,False
3218,2026-06-04 14:41:00+03:00,2026-06-04,Fast Reversal,BUY,Rise 41.0 moves from recent low + green candle,1.1637,4.0,18.0,31.5,1.16413,1.16395,1.16443,1.16443,2026-06-04 14:45:00+03:00,WIN,30.0,4,False
3241,2026-06-04 15:04:00+03:00,2026-06-04,Fast Reversal,SELL,Drop 38.0 moves from recent high + red candle,1.16452,4.0,16.5,3.0,1.16412,1.1643,1.16382,1.1643,2026-06-04 15:07:00+03:00,LOSS,-18.0,3,False
3253,2026-06-04 15:16:00+03:00,2026-06-04,Fast Reversal,BUY,Rise 44.0 moves from recent low + green candle,1.16345,2.0,17.5,31.5,1.1639,1.16372,1.1642,1.16372,2026-06-04 15:19:00+03:00,LOSS,-18.0,3,False
3268,2026-06-04 15:31:00+03:00,2026-06-04,Fast Reversal,BUY,Rise 42.0 moves from recent low + green candle,1.16369,2.0,14.5,18.0,1.16412,1.16394,1.16442,1.16394,2026-06-04 15:40:00+03:00,LOSS,-18.0,9,False
3294,2026-06-04 15:57:00+03:00,2026-06-04,Fast Reversal,SELL,Drop 35.5 moves from recent high + red candle,1.16434,1.0,17.0,9.0,1.16398,1.16416,1.16368,1.16368,2026-06-04 16:00:00+03:00,WIN,30.0,3,False
3304,2026-06-04 16:07:00+03:00,2026-06-04,Fast Reversal,BUY,Rise 39.0 moves from recent low + green candle,1.16361,3.0,19.5,18.0,1.16401,1.16383,1.16431,1.16383,2026-06-04 16:08:00+03:00,LOSS,-18.0,1,False
3330,2026-06-04 16:33:00+03:00,2026-06-04,Fast Reversal,BUY,Rise 35.5 moves from recent low + green candle,1.16341,4.0,13.5,27.0,1.16378,1.1636,1.16408,1.1636,2026-06-04 16:42:00+03:00,LOSS,-18.0,9,False
3341,2026-06-04 16:44:00+03:00,2026-06-04,Fast Reversal,BUY,Rise 36.5 moves from recent low + green candle,1.16359,3.0,21.0,13.0,1.16397,1.16379,1.16427,1.16379,2026-06-04 16:45:00+03:00,LOSS,-18.0,1,False
3357,2026-06-04 17:00:00+03:00,2026-06-04,Fast Reversal,BUY,Rise 37.5 moves from recent low + green candle,1.16353,4.0,30.5,25.5,1.16393,1.16375,1.16423,1.16375,2026-06-04 17:02:00+03:00,LOSS,-18.0,2,False
3418,2026-06-04 18:01:00+03:00,2026-06-04,Fast Reversal,SELL,Drop 42.0 moves from recent high + red candle,1.16332,5.0,14.0,29.0,1.16288,1.16306,1.16258,1.16306,2026-06-04 18:03:00+03:00,LOSS,-18.0,2,False
3430,2026-06-04 18:13:00+03:00,2026-06-04,Fast Impulse Breakout,SELL,Break below 20m low + 35.0 moves impulse,1.16244,2.0,24.0,35.0,1.16237,1.16255,1.16207,1.16255,2026-06-04 18:16:00+03:00,LOSS,-18.0,3,False
4186,2026-06-05 09:51:00+03:00,2026-06-05,Fast Reversal,SELL,Drop 39.0 moves from recent high + red candle,1.16228,4.0,18.5,34.0,1.16187,1.16205,1.16157,1.16205,2026-06-05 09:52:00+03:00,LOSS,-18.0,1,False
4205,2026-06-05 10:10:00+03:00,2026-06-05,Fast Reversal,BUY,Rise 38.0 moves from recent low + green candle,1.1622,3.0,16.0,22.0,1.16259,1.16241,1.16289,1.16289,2026-06-05 10:23:00+03:00,WIN,30.0,13,False
4228,2026-06-05 10:33:00+03:00,2026-06-05,Fast Impulse Breakout,BUY,Break above 20m high + 38.0 moves impulse,1.16309,2.0,24.5,38.0,1.16333,1.16315,1.16363,1.16363,2026-06-05 10:38:00+03:00,WIN,30.0,5,False
4258,2026-06-05 11:03:00+03:00,2026-06-05,Fast Reversal,BUY,Rise 41.0 moves from recent low + green candle,1.16318,3.0,17.0,11.5,1.16361,1.16343,1.16391,1.16391,2026-06-05 11:14:00+03:00,WIN,30.0,11,False
4269,2026-06-05 11:14:00+03:00,2026-06-05,Fast Reversal,BUY,Rise 37.0 moves from recent low + green candle,1.16357,4.0,17.5,21.5,1.16396,1.16378,1.16426,1.16378,2026-06-05 11:17:00+03:00,LOSS,-18.0,3,False
4315,2026-06-05 12:00:00+03:00,2026-06-05,Fast Reversal,SELL,Drop 37.5 moves from recent high + red candle,1.16386,2.0,18.0,22.5,1.16348,1.16366,1.16318,1.16366,2026-06-05 12:02:00+03:00,LOSS,-18.0,2,False
4328,2026-06-05 12:13:00+03:00,2026-06-05,Fast Impulse Breakout,BUY,Break above 20m high + 39.5 moves impulse,1.16402,3.0,34.0,39.5,1.16436,1.16418,1.16466,1.16418,2026-06-05 12:14:00+03:00,LOSS,-18.0,1,False
4441,2026-06-05 14:06:00+03:00,2026-06-05,Fast Reversal,SELL,Drop 46.0 moves from recent high + red candle,1.16405,4.0,20.5,32.5,1.16357,1.16375,1.16327,1.16375,2026-06-05 14:11:00+03:00,LOSS,-18.0,5,False
4474,2026-06-05 14:39:00+03:00,2026-06-05,Fast Reversal,SELL,Drop 42.0 moves from recent high + red candle,1.16397,3.0,31.0,25.5,1.16353,1.16371,1.16323,1.16371,2026-06-05 14:47:00+03:00,LOSS,-18.0,8,False
4485,2026-06-05 14:50:00+03:00,2026-06-05,Fast Reversal,BUY,Rise 36.5 moves from recent low + green candle,1.16346,3.0,19.0,19.5,1.16384,1.16366,1.16414,1.16414,2026-06-05 14:54:00+03:00,WIN,30.0,4,False
